date,Month,hive_weight,hive_temperature,hive_humidity,ambient_temperature,ambient_humidity,ambient_luminosity,ambient_rain,wx_temp,wx_humidity,wx_wind,wx_gusts,wx_direction,wx_dewpoint,wx_pressure,wx_rain,battery,KMeansLabel,Estacao
2017-03-14 18:30:01,3,25.63,12.9,100.0,8.1,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 18:35:01,3,25.62,12.9,100.0,8.1,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 18:40:02,3,25.61,12.5,100.0,8.1,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 18:45:02,3,25.64,12.5,100.0,7.9,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 18:50:01,3,25.67,12.5,100.0,7.9,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 18:55:01,3,25.64,12.7,100.0,7.9,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 19:00:01,3,25.58,12.9,100.0,7.8,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 19:05:01,3,25.62,12.8,100.0,7.9,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 19:10:02,3,25.63,12.8,100.0,7.6,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 19:15:01,3,25.59,12.7,100.0,7.5,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 19:20:01,3,25.68,12.8,100.0,7.3,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 19:25:01,3,25.67,12.7,100.0,7.1,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 19:30:01,3,25.59,12.7,100.0,7.0,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 19:35:02,3,25.63,12.9,100.0,6.8,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 19:40:01,3,25.62,12.9,100.0,6.7,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 19:45:01,3,25.66,12.8,100.0,6.6,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 19:50:01,3,25.59,12.7,100.0,6.5,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 19:55:02,3,25.58,12.8,100.0,6.4,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 20:00:01,3,25.61,13.0,100.0,6.2,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 20:05:02,3,25.62,12.9,100.0,6.2,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 20:10:01,3,25.63,13.1,100.0,6.1,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 20:15:01,3,25.62,13.0,100.0,6.0,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 20:20:01,3,25.62,13.0,100.0,6.0,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 20:25:01,3,25.69,12.9,100.0,6.0,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 20:30:01,3,25.65,12.9,100.0,6.1,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 20:35:01,3,25.57,12.8,100.0,6.2,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 20:40:02,3,25.66,12.9,100.0,6.1,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 20:45:01,3,25.61,12.9,100.0,6.0,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 20:50:01,3,25.61,12.8,100.0,6.0,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 20:55:01,3,25.65,12.9,100.0,5.8,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 21:00:02,3,25.57,12.9,100.0,5.8,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 21:05:01,3,25.7,12.9,100.0,5.8,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 21:10:01,3,25.66,13.1,100.0,5.7,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 21:15:01,3,25.66,13.0,100.0,5.7,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 21:20:01,3,25.63,13.0,100.0,5.7,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 21:25:01,3,25.64,13.0,100.0,5.6,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 21:30:01,3,25.6,13.0,100.0,5.5,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 21:35:01,3,25.6,13.0,100.0,5.7,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 21:40:02,3,25.64,13.0,100.0,5.8,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 21:45:01,3,25.64,13.0,100.0,5.7,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 21:50:01,3,25.63,12.9,100.0,5.8,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 21:55:01,3,25.6,12.9,100.0,5.9,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 22:00:01,3,25.54,12.9,100.0,6.2,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 22:05:01,3,25.61,12.8,100.0,6.6,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 22:10:01,3,25.5,12.4,100.0,6.9,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 22:15:01,3,25.63,12.0,100.0,7.1,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 22:20:01,3,25.62,11.9,100.0,7.0,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 22:25:01,3,25.65,11.8,100.0,7.0,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 22:30:01,3,25.55,11.4,100.0,7.0,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 22:35:02,3,25.51,11.9,100.0,7.1,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 22:40:01,3,25.62,12.0,100.0,6.8,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 22:45:01,3,25.58,11.7,100.0,7.0,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 22:50:01,3,25.63,11.9,100.0,6.7,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 22:55:01,3,25.6,11.7,100.0,6.5,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 23:00:01,3,25.61,11.6,100.0,6.3,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 23:05:01,3,25.57,11.8,100.0,6.3,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 23:10:01,3,25.66,11.4,100.0,6.4,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 23:15:01,3,25.68,11.6,100.0,6.2,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 23:20:01,3,25.64,11.6,100.0,6.1,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 23:25:01,3,25.6,11.7,100.0,5.9,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 23:30:02,3,25.57,11.7,100.0,5.9,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 23:35:01,3,25.64,11.6,100.0,6.2,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 23:40:01,3,25.61,11.8,100.0,6.2,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 23:45:01,3,25.61,11.4,100.0,6.3,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 23:50:01,3,25.56,11.4,100.0,6.3,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-14 23:55:01,3,25.65,11.1,100.0,6.4,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 00:00:01,3,25.61,10.9,100.0,6.5,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 00:05:01,3,25.56,10.9,100.0,6.2,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 00:10:01,3,25.63,10.7,100.0,6.3,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 00:15:01,3,25.62,10.6,100.0,6.2,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 00:20:01,3,25.56,10.9,100.0,6.0,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 00:25:01,3,25.67,10.9,100.0,6.1,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 00:30:01,3,25.62,10.7,100.0,6.1,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 00:35:01,3,25.61,10.7,100.0,6.0,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 00:40:01,3,25.54,10.4,100.0,6.1,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 00:45:01,3,25.61,10.6,100.0,6.0,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 00:50:01,3,25.63,10.5,100.0,6.0,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 00:55:01,3,25.6,10.3,100.0,6.1,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 01:00:01,3,25.38,10.4,100.0,5.9,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 01:05:02,3,25.63,10.1,100.0,6.1,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 01:10:01,3,25.66,10.5,100.0,5.9,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 01:15:01,3,25.65,10.3,100.0,6.0,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 01:20:01,3,25.46,10.5,100.0,6.0,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 01:25:01,3,25.62,10.4,100.0,5.9,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 01:30:02,3,25.59,10.4,100.0,5.8,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 01:35:01,3,25.6,10.6,100.0,5.9,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 01:40:01,3,25.63,10.5,100.0,6.3,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 01:45:02,3,25.61,10.2,100.0,6.2,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 01:50:01,3,25.56,10.1,100.0,6.2,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 01:55:01,3,25.38,10.3,100.0,6.2,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 02:00:01,3,25.55,10.2,100.0,6.1,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 02:05:01,3,25.63,10.4,100.0,6.3,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 02:10:01,3,25.62,10.6,100.0,6.3,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 02:15:02,3,25.63,10.4,100.0,6.5,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 02:20:01,3,25.62,10.4,100.0,6.4,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 02:25:01,3,25.34,10.4,100.0,6.1,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 02:30:01,3,25.66,10.2,100.0,6.1,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 02:35:01,3,25.55,10.1,100.0,6.2,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 02:40:01,3,25.68,9.9,100.0,6.2,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 02:45:01,3,25.58,10.1,100.0,5.9,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 02:50:01,3,25.62,10.2,100.0,5.8,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 02:55:01,3,25.61,10.0,100.0,5.9,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 03:00:01,3,25.55,10.0,100.0,5.8,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 03:05:02,3,25.6,10.0,100.0,6.1,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 03:10:01,3,25.58,10.1,100.0,6.2,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 03:15:02,3,25.45,10.0,100.0,6.3,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 03:20:01,3,25.64,9.8,100.0,6.1,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 03:25:01,3,25.59,9.6,100.0,6.1,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 03:30:01,3,25.6,9.7,100.0,5.9,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 03:35:01,3,25.54,9.6,100.0,6.0,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 03:40:02,3,25.65,9.6,100.0,5.9,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 03:45:01,3,25.64,9.7,100.0,5.6,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 03:50:01,3,25.61,9.8,100.0,5.6,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 03:55:01,3,25.62,9.7,100.0,5.6,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 04:00:01,3,25.62,9.9,100.0,5.5,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 04:05:01,3,25.58,9.9,100.0,5.4,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 04:10:01,3,25.53,10.1,100.0,5.5,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 04:15:01,3,25.64,9.8,100.0,5.7,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 04:20:01,3,25.63,9.8,100.0,5.8,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 04:25:01,3,25.65,9.7,100.0,5.6,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 04:30:01,3,25.62,9.7,100.0,5.6,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 04:35:01,3,25.62,9.4,100.0,5.7,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 04:40:01,3,25.49,9.4,100.0,5.5,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 04:45:01,3,25.61,9.7,100.0,5.3,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 04:50:01,3,25.6,9.7,100.0,5.3,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 04:55:02,3,25.61,9.4,100.0,5.4,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 05:00:01,3,25.63,9.5,100.0,5.3,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 05:05:01,3,25.64,9.6,100.0,5.3,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 05:10:01,3,25.66,9.6,100.0,5.3,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 05:15:01,3,25.51,9.5,100.0,5.3,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 05:20:01,3,25.54,9.6,100.0,5.4,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 05:25:01,3,25.65,9.8,100.0,5.4,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 05:30:01,3,25.65,9.9,100.0,5.3,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 05:35:01,3,25.63,10.0,100.0,5.3,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 05:40:01,3,25.61,9.9,100.0,5.3,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 05:45:01,3,25.56,9.9,100.0,5.2,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 05:50:01,3,25.67,9.8,100.0,5.1,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 05:55:01,3,25.62,9.7,100.0,5.1,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 06:00:01,3,25.68,9.9,100.0,5.0,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 06:05:01,3,25.71,10.0,100.0,5.1,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 06:10:01,3,25.65,9.9,100.0,5.2,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 06:15:01,3,25.66,9.9,100.0,5.1,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 06:20:01,3,25.71,9.8,100.0,5.4,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 06:25:01,3,25.61,9.7,100.0,5.4,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 06:30:01,3,25.57,9.4,100.0,5.6,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 06:35:01,3,25.58,9.4,100.0,5.6,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 06:40:01,3,25.67,9.4,100.0,5.9,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 06:45:01,3,25.56,9.5,100.0,5.9,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 06:50:01,3,25.67,9.6,100.0,5.8,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 06:55:01,3,25.63,9.6,100.0,5.9,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 07:00:01,3,25.48,9.7,100.0,5.9,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 07:05:01,3,25.64,9.6,100.0,6.1,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 07:10:01,3,25.65,9.8,100.0,6.4,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 07:15:01,3,25.69,10.0,100.0,6.4,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 07:20:01,3,25.63,10.1,100.0,6.3,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 07:25:01,3,25.67,10.0,100.0,6.6,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 07:30:01,3,25.63,10.3,100.0,6.6,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 07:35:02,3,25.66,10.3,100.0,6.7,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 07:40:01,3,25.6,10.2,100.0,6.8,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 07:45:01,3,25.7,10.4,100.0,6.8,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 07:50:01,3,25.66,10.6,100.0,6.8,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 07:55:02,3,25.57,10.4,100.0,6.8,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 08:00:01,3,25.6,10.4,100.0,6.9,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 08:05:01,3,25.57,10.4,100.0,7.0,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 08:10:01,3,25.65,10.5,100.0,7.0,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 08:15:02,3,25.65,10.4,100.0,7.0,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 08:20:01,3,25.61,10.6,100.0,7.4,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 08:25:01,3,25.66,10.4,100.0,7.3,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 08:30:02,3,25.58,10.7,100.0,7.4,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 08:35:02,3,25.62,10.6,100.0,7.9,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 08:40:02,3,25.68,10.8,100.0,8.0,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 08:45:01,3,25.65,10.6,100.0,7.8,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 08:50:01,3,25.56,10.7,99.0,8.1,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 08:55:01,3,25.49,10.6,99.0,8.1,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 09:00:01,3,25.59,10.6,99.0,8.5,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 09:05:01,3,25.58,10.9,98.0,8.3,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 09:10:02,3,25.62,10.9,98.0,8.2,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 09:15:01,3,25.59,10.9,98.0,8.5,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 09:20:01,3,25.61,10.9,98.0,8.2,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 09:25:02,3,25.58,10.9,98.0,8.1,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 09:30:01,3,25.6,10.9,97.0,8.1,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 09:35:01,3,25.65,10.9,97.0,9.8,94.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 09:40:01,3,25.61,11.2,97.0,9.7,94.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 09:45:01,3,25.61,11.3,97.0,8.8,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 09:50:01,3,25.72,11.4,97.0,8.0,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 09:55:01,3,25.66,11.4,97.0,7.1,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 10:00:01,3,25.69,11.4,97.0,6.9,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 10:05:01,3,25.66,11.6,97.0,6.8,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 10:10:01,3,25.45,11.6,97.0,6.7,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 10:15:01,3,25.66,11.4,97.0,9.9,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 10:20:01,3,25.68,11.6,98.0,10.8,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 10:25:02,3,25.53,11.8,98.0,11.4,95.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 10:30:01,3,25.66,11.8,98.0,11.4,93.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 10:35:02,3,25.5,11.8,98.0,10.0,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 10:40:01,3,25.58,12.0,98.0,10.4,90.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 10:45:01,3,25.55,12.2,98.0,10.1,99.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 10:50:01,3,25.64,12.2,98.0,9.1,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 10:55:01,3,25.59,12.3,98.0,9.1,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 11:00:02,3,25.65,12.2,97.0,9.4,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 11:05:01,3,25.68,12.2,97.0,9.8,99.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 11:10:01,3,25.58,12.5,97.0,11.7,90.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 11:15:01,3,25.62,12.4,97.0,11.3,63.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 11:20:01,3,25.64,12.4,97.0,10.1,76.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
2017-03-15 11:25:01,3,25.56,12.3,97.0,11.2,59.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1
