date,Month ,hive_weight,hive_temperature,hive_humidity,ambient_temperature,ambient_humidity,ambient_luminosity,ambient_rain,wx_temp,wx_humidity,wx_wind,wx_gusts,wx_direction,wx_dewpoint,wx_pressure,wx_rain,battery,KMeansLabel
2017-03-01 00:00:01,3,14.08,7.8,79,4.1,100,0,16.1,99.0,1.6,6.9,1.0,15.9,1014.4,0.37,,,0
2017-03-01 00:05:01,3,14.08,7.8,79,4.1,100,0,5.2,99.0,3.1,8.3,314.0,5.1,1032.1,0.72,,,0
2017-03-01 00:10:01,3,14.07,7.8,79,4.1,100,0,5.2,99.0,3.1,8.3,314.0,5.1,1032.1,0.72,,,0
2017-03-01 00:15:01,3,14.08,7.9,79,4.0,100,0,5.2,99.0,3.1,8.3,314.0,5.1,1032.1,0.72,,,0
2017-03-01 00:20:01,3,14.07,7.9,79,4.0,100,0,5.2,99.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0
2017-03-01 00:25:01,3,14.08,7.9,79,3.9,100,0,5.2,99.0,3.1,8.3,314.0,5.1,1032.1,0.72,,,0
2017-03-01 00:30:02,3,14.09,7.9,79,3.8,100,0,7.1,99.0,0.7,2.2,90.0,6.9,1012.4,0.0,,,0
2017-03-01 00:35:01,3,14.06,7.9,79,3.8,100,0,5.2,99.0,3.1,8.3,314.0,5.1,1032.1,0.72,,,0
2017-03-01 00:40:01,3,14.08,7.9,80,3.8,100,0,5.2,99.0,3.1,8.3,314.0,5.1,1032.1,0.72,,,0
2017-03-01 00:45:01,3,14.08,7.9,80,3.8,100,0,5.2,99.0,3.1,8.3,314.0,5.1,1032.1,0.72,,,0
2017-03-01 00:50:01,3,14.08,7.9,80,3.8,100,0,5.2,99.0,3.1,8.3,314.0,5.1,1032.1,0.72,,,0
2017-03-01 00:55:01,3,14.1,7.9,80,3.8,100,0,5.2,99.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0
2017-03-01 01:00:01,3,14.08,7.9,80,3.7,100,0,5.2,99.0,3.1,8.3,314.0,5.1,1032.1,0.72,,,0
2017-03-01 01:05:01,3,14.09,7.9,80,3.8,100,0,5.2,99.0,3.1,8.3,314.0,5.1,1032.1,0.72,,,0
2017-03-01 01:10:01,3,14.09,7.9,80,3.7,100,0,5.2,99.0,3.1,8.3,314.0,5.1,1032.1,0.72,,,0
2017-03-01 01:15:01,3,14.1,7.9,80,3.8,100,0,5.2,99.0,3.1,8.3,314.0,5.1,1032.1,0.72,,,0
2017-03-01 01:20:01,3,14.08,7.9,80,3.7,100,0,5.2,99.0,3.1,8.3,314.0,5.1,1032.1,0.72,,,0
2017-03-01 01:25:01,3,14.09,7.9,80,3.6,100,0,5.2,99.0,3.1,8.3,314.0,5.1,1032.1,0.72,,,0
2017-03-01 01:30:01,3,14.09,7.9,80,3.7,100,0,5.2,99.0,3.1,8.3,314.0,5.1,1032.1,0.72,,,0
2017-03-01 01:35:01,3,14.06,7.9,80,3.7,100,0,5.2,99.0,3.1,8.3,314.0,5.1,1032.1,0.72,,,0
2017-03-01 01:40:01,3,14.08,7.9,80,3.7,100,0,5.2,99.0,3.1,8.3,314.0,5.1,1032.1,0.72,,,0
2017-03-01 01:45:01,3,14.09,7.9,80,3.7,100,0,5.2,99.0,3.1,8.3,314.0,5.1,1032.1,0.72,,,0
2017-03-01 01:50:01,3,14.09,7.9,80,3.7,100,0,5.2,99.0,3.1,8.3,314.0,5.1,1032.1,0.72,,,0
2017-03-01 01:55:01,3,14.07,7.9,80,3.7,100,0,5.2,99.0,3.1,8.3,314.0,5.1,1032.1,0.72,,,0
2017-03-01 02:00:01,3,14.08,7.9,80,3.7,100,0,5.2,99.0,3.1,8.3,314.0,5.1,1032.1,0.72,,,0
2017-03-01 02:05:01,3,14.08,7.9,80,3.7,100,0,5.2,99.0,3.1,8.3,314.0,5.1,1032.1,0.72,,,0
2017-03-01 02:10:01,3,14.08,7.9,80,3.7,100,0,5.2,99.0,3.1,8.3,314.0,5.1,1032.1,0.72,,,0
